product_id,customer_id,store_id,promotion_id,month_of_year,quarter,the_year,store_sales,store_cost,unit_sales,fact_count
337,6280,2,0,1,Q1,1997,1.5000,0.5100,2.0000,1
1512,6280,2,0,1,Q1,1997,1.6200,0.6318,3.0000,1
963,4018,2,0,1,Q1,1997,2.4000,0.7200,1.0000,1
181,4018,2,0,1,Q1,1997,2.7900,1.0323,3.0000,1
1383,4018,2,0,1,Q1,1997,5.1800,2.1756,2.0000,1
1306,4018,2,0,1,Q1,1997,7.4100,2.7417,3.0000,1
1196,1418,2,0,1,Q1,1997,5.8400,1.9856,2.0000,1
360,1418,2,0,1,Q1,1997,2.6200,1.0480,2.0000,1
1242,1418,2,0,1,Q1,1997,3.9600,1.7028,2.0000,1
154,1418,2,0,1,Q1,1997,1.9600,0.7252,1.0000,1
483,4382,2,0,1,Q1,1997,3.8800,1.7072,2.0000,1
77,1293,2,0,1,Q1,1997,5.6000,2.8000,2.0000,1
533,1293,2,0,1,Q1,1997,4.8400,2.3232,2.0000,1
310,1293,2,0,1,Q1,1997,0.7600,0.3420,1.0000,1
1392,1293,2,0,1,Q1,1997,0.8300,0.3735,1.0000,1
1303,9305,2,0,1,Q1,1997,1.3600,0.4352,2.0000,1
748,9305,2,0,1,Q1,1997,4.4000,1.9360,2.0000,1
1270,9305,2,0,1,Q1,1997,2.6900,1.0491,1.0000,1
311,5649,2,0,1,Q1,1997,6.4500,2.3865,3.0000,1
194,5649,2,0,1,Q1,1997,3.3600,1.5120,1.0000,1
544,5649,2,0,1,Q1,1997,2.9500,1.0325,1.0000,1
610,6319,2,0,1,Q1,1997,2.2700,0.7491,1.0000,1
854,6319,2,0,1,Q1,1997,1.6000,0.6880,1.0000,1
538,6319,2,0,1,Q1,1997,1.8600,0.7440,2.0000,1
72,1771,2,0,1,Q1,1997,5.4800,2.0824,2.0000,1
182,1771,2,0,1,Q1,1997,1.8400,0.7360,1.0000,1
265,1771,2,0,1,Q1,1997,3.6100,1.3718,1.0000,1
15,1771,2,0,1,Q1,1997,4.5800,1.6030,2.0000,1
764,1771,2,0,1,Q1,1997,7.6200,2.6670,2.0000,1
335,3211,2,0,1,Q1,1997,3.7400,1.2716,1.0000,1
924,3211,2,0,1,Q1,1997,2.7000,0.8910,1.0000,1
302,3211,2,0,1,Q1,1997,3.4500,1.3455,1.0000,1
1024,3211,2,0,1,Q1,1997,7.9000,3.5550,2.0000,1
2,3211,2,0,1,Q1,1997,0.7400,0.2960,1.0000,1
1211,4217,2,0,1,Q1,1997,7.5800,2.3498,2.0000,1
1055,4217,2,0,1,Q1,1997,3.2400,1.1988,2.0000,1
379,4217,2,0,1,Q1,1997,7.7000,3.6960,2.0000,1
1017,4772,2,0,1,Q1,1997,5.7800,2.6010,2.0000,1
1221,4772,2,0,1,Q1,1997,2.9800,1.1324,2.0000,1
1437,4772,2,0,1,Q1,1997,3.4800,1.5660,2.0000,1
375,4772,2,0,1,Q1,1997,4.5800,2.1068,2.0000,1
1177,4772,2,0,1,Q1,1997,1.5400,0.7546,1.0000,1
1155,4772,2,0,1,Q1,1997,3.7600,1.6544,2.0000,1
79,4772,2,0,1,Q1,1997,1.3200,0.5544,1.0000,1
212,4787,2,0,1,Q1,1997,3.3200,1.5272,2.0000,1
934,4787,2,0,1,Q1,1997,1.1000,0.4400,1.0000,1
1471,4787,2,0,1,Q1,1997,1.5500,0.6510,1.0000,1
275,4787,2,0,1,Q1,1997,6.5400,2.0274,2.0000,1
809,2508,2,0,1,Q1,1997,2.4400,0.8784,2.0000,1
1091,2508,2,0,1,Q1,1997,7.1200,3.4888,2.0000,1
243,2508,2,0,1,Q1,1997,2.1100,0.7385,1.0000,1
1231,2508,2,0,1,Q1,1997,3.7100,1.3356,1.0000,1
56,1493,2,0,1,Q1,1997,0.7100,0.2982,1.0000,1
965,1493,2,0,1,Q1,1997,3.0600,1.1934,2.0000,1
209,1493,2,0,1,Q1,1997,1.8700,0.7667,1.0000,1
1331,1493,2,0,1,Q1,1997,2.7400,1.0686,1.0000,1
255,1493,2,0,1,Q1,1997,0.6400,0.2304,1.0000,1
366,1493,2,0,1,Q1,1997,4.7200,1.6992,2.0000,1
842,8178,2,108,1,Q1,1997,6.4000,2.1120,2.0000,1
1364,8178,2,108,1,Q1,1997,3.2000,1.5680,2.0000,1
942,8178,2,108,1,Q1,1997,4.6800,1.8252,2.0000,1
1064,8178,2,108,1,Q1,1997,1.0800,0.3240,2.0000,1
282,8178,2,108,1,Q1,1997,0.9300,0.3999,1.0000,1
1485,8178,2,108,1,Q1,1997,3.0000,1.0800,2.0000,1
542,7525,2,108,1,Q1,1997,1.5100,0.4681,1.0000,1
1118,7525,2,108,1,Q1,1997,2.9300,1.2306,1.0000,1
948,7525,2,108,1,Q1,1997,8.8800,2.9304,3.0000,1
632,7525,2,108,1,Q1,1997,0.8300,0.2739,1.0000,1
22,7525,2,108,1,Q1,1997,6.8700,3.0915,3.0000,1
293,7525,2,108,1,Q1,1997,1.6000,0.5280,1.0000,1
309,7525,2,108,1,Q1,1997,3.6200,1.2308,1.0000,1
86,3628,2,108,1,Q1,1997,5.9400,2.0790,2.0000,1
490,3628,2,108,1,Q1,1997,1.6500,0.8250,1.0000,1
107,3628,2,108,1,Q1,1997,3.6200,1.1222,2.0000,1
1255,3628,2,108,1,Q1,1997,1.2400,0.4960,1.0000,1
513,3628,2,108,1,Q1,1997,1.1600,0.4176,2.0000,1
879,3182,2,108,1,Q1,1997,2.2200,0.7548,2.0000,1
1228,3182,2,108,1,Q1,1997,4.3800,1.9272,2.0000,1
180,3182,2,108,1,Q1,1997,1.3800,0.6486,2.0000,1
623,3182,2,108,1,Q1,1997,3.6000,1.3680,2.0000,1
1265,3182,2,108,1,Q1,1997,1.4400,0.5904,2.0000,1
340,8878,2,108,1,Q1,1997,0.6300,0.2079,1.0000,1
556,8878,2,108,1,Q1,1997,6.5000,2.7300,2.0000,1
443,5164,2,108,1,Q1,1997,2.6600,1.1970,2.0000,1
221,5164,2,108,1,Q1,1997,7.3200,2.4888,2.0000,1
1302,5164,2,108,1,Q1,1997,3.7000,1.7390,2.0000,1
759,5164,2,108,1,Q1,1997,3.7800,1.1718,2.0000,1
830,5164,2,108,1,Q1,1997,2.4500,0.9555,1.0000,1
1446,5164,2,108,1,Q1,1997,1.2600,0.5418,1.0000,1
743,5164,2,108,1,Q1,1997,1.9200,0.7872,2.0000,1
826,8854,2,0,1,Q1,1997,1.8300,0.6954,1.0000,1
1003,8854,2,0,1,Q1,1997,1.5600,0.7020,2.0000,1
886,8854,2,0,1,Q1,1997,3.1100,1.3684,1.0000,1
726,599,2,0,1,Q1,1997,6.4200,2.3112,2.0000,1
1302,599,2,0,1,Q1,1997,1.8500,0.7030,1.0000,1
1545,599,2,0,1,Q1,1997,2.2900,0.8473,1.0000,1
281,9617,2,0,1,Q1,1997,2.6300,0.8942,1.0000,1
763,9617,2,0,1,Q1,1997,2.5500,1.1730,1.0000,1
327,2741,2,0,1,Q1,1997,1.2000,0.4560,2.0000,1
942,2741,2,0,1,Q1,1997,2.3400,0.7722,1.0000,1
653,2741,2,0,1,Q1,1997,8.3400,2.5854,3.0000,1
377,2741,2,0,1,Q1,1997,6.3000,2.5830,3.0000,1
959,1627,2,0,1,Q1,1997,3.0000,1.2600,2.0000,1
603,1627,2,0,1,Q1,1997,2.4600,1.1808,2.0000,1
623,1627,2,0,1,Q1,1997,3.6000,1.1880,2.0000,1
1449,4863,2,0,1,Q1,1997,2.6100,0.8352,3.0000,1
1493,4863,2,0,1,Q1,1997,11.8800,4.0392,3.0000,1
218,4863,2,0,1,Q1,1997,3.4400,1.5824,1.0000,1
927,4863,2,0,1,Q1,1997,1.8900,0.8127,3.0000,1
277,4600,2,0,2,Q1,1997,4.8200,1.6870,2.0000,1
28,4600,2,0,2,Q1,1997,3.9100,1.3685,1.0000,1
777,4600,2,0,2,Q1,1997,3.7200,1.5252,1.0000,1
88,4600,2,0,2,Q1,1997,0.8600,0.4214,1.0000,1
1003,10198,2,0,2,Q1,1997,1.5600,0.5148,2.0000,1
1380,10198,2,0,2,Q1,1997,10.8600,4.2354,3.0000,1
78,6403,2,0,2,Q1,1997,4.3800,1.4892,2.0000,1
627,6403,2,0,2,Q1,1997,3.4000,1.4960,2.0000,1
444,8177,2,0,2,Q1,1997,2.5900,1.0878,1.0000,1
1087,8177,2,0,2,Q1,1997,3.3200,1.4276,2.0000,1
1130,8177,2,0,2,Q1,1997,1.5500,0.6045,1.0000,1
1413,8177,2,0,2,Q1,1997,6.7600,2.3660,2.0000,1
151,8177,2,0,2,Q1,1997,2.9100,1.3386,1.0000,1
1553,8177,2,0,2,Q1,1997,1.8600,0.7254,1.0000,1
877,8177,2,0,2,Q1,1997,3.1600,1.2008,2.0000,1
42,5649,2,0,2,Q1,1997,5.6400,2.5944,2.0000,1
1123,5649,2,0,2,Q1,1997,3.9200,1.7248,2.0000,1
1095,1627,2,0,2,Q1,1997,1.5800,0.6794,1.0000,1
712,1627,2,0,2,Q1,1997,7.7400,2.8638,2.0000,1
302,1627,2,0,2,Q1,1997,6.9000,2.6910,2.0000,1
1118,1627,2,0,2,Q1,1997,5.8600,2.8128,2.0000,1
1101,4772,2,0,2,Q1,1997,2.6200,1.0480,1.0000,1
279,4772,2,0,2,Q1,1997,2.8200,1.3818,1.0000,1
42,4772,2,0,2,Q1,1997,5.6400,2.2560,2.0000,1
1135,2180,2,0,2,Q1,1997,3.9200,1.2936,2.0000,1
180,2180,2,0,2,Q1,1997,2.0700,1.0143,3.0000,1
741,8147,2,0,2,Q1,1997,1.4600,0.5402,2.0000,1
1361,7053,2,0,2,Q1,1997,3.6200,1.4118,2.0000,1
1471,7053,2,0,2,Q1,1997,3.1000,1.4570,2.0000,1
1555,7053,2,0,2,Q1,1997,5.9000,2.8320,2.0000,1
1305,7053,2,0,2,Q1,1997,0.5700,0.2052,1.0000,1
213,8983,2,0,2,Q1,1997,0.5600,0.2352,1.0000,1
1028,8983,2,0,2,Q1,1997,4.4800,1.3888,2.0000,1
619,1333,2,0,2,Q1,1997,6.7500,2.0925,3.0000,1
955,1333,2,0,2,Q1,1997,11.4900,4.5960,3.0000,1
772,1333,2,0,2,Q1,1997,5.8200,2.8518,3.0000,1
1322,1333,2,0,2,Q1,1997,6.4000,2.5600,2.0000,1
818,1333,2,0,2,Q1,1997,1.3500,0.6075,1.0000,1
1501,1333,2,0,2,Q1,1997,7.5600,2.8728,3.0000,1
1082,5188,2,0,2,Q1,1997,3.8200,1.6044,2.0000,1
1098,5188,2,0,2,Q1,1997,4.1700,1.8348,3.0000,1
1048,5188,2,0,2,Q1,1997,6.6300,2.0553,3.0000,1
1198,5188,2,0,2,Q1,1997,6.8600,2.2638,2.0000,1
749,5188,2,0,2,Q1,1997,8.0100,4.0050,3.0000,1
953,5188,2,0,2,Q1,1997,8.2200,3.9456,3.0000,1
1182,2965,2,0,2,Q1,1997,1.4000,0.6860,1.0000,1
799,2965,2,0,2,Q1,1997,5.6800,1.7040,2.0000,1
803,2965,2,0,2,Q1,1997,7.0200,2.9484,2.0000,1
60,2965,2,0,2,Q1,1997,5.3200,1.9684,2.0000,1
316,2965,2,0,2,Q1,1997,1.3100,0.4847,1.0000,1
693,2965,2,0,2,Q1,1997,1.9900,0.9154,1.0000,1
443,4645,2,0,2,Q1,1997,1.3300,0.5320,1.0000,1
726,4645,2,0,2,Q1,1997,3.2100,1.3482,1.0000,1
1435,4645,2,0,2,Q1,1997,5.4400,1.7952,2.0000,1
959,8854,2,0,2,Q1,1997,3.0000,1.0800,2.0000,1
1109,8854,2,0,2,Q1,1997,1.1000,0.4950,2.0000,1
659,8854,2,0,2,Q1,1997,3.2100,1.3482,1.0000,1
449,8854,2,0,2,Q1,1997,7.3800,3.3948,2.0000,1
666,8854,2,0,2,Q1,1997,2.6700,1.2282,3.0000,1
157,8613,2,0,2,Q1,1997,2.9500,1.2980,1.0000,1
1199,8613,2,0,2,Q1,1997,5.1200,1.9968,2.0000,1
1189,8613,2,0,2,Q1,1997,0.7600,0.3496,1.0000,1
806,8613,2,0,2,Q1,1997,5.2000,2.5480,2.0000,1
397,8613,2,0,2,Q1,1997,2.7000,1.2150,2.0000,1
1212,8613,2,0,2,Q1,1997,0.5300,0.1908,1.0000,1
1322,5015,2,0,2,Q1,1997,6.4000,2.1120,2.0000,1
407,5015,2,0,2,Q1,1997,6.4200,2.1828,2.0000,1
451,5015,2,0,2,Q1,1997,1.7800,0.6230,1.0000,1
733,5015,2,0,2,Q1,1997,1.9500,0.6045,1.0000,1
1249,10179,2,0,2,Q1,1997,1.4800,0.6364,1.0000,1
1039,10179,2,0,2,Q1,1997,1.6200,0.5022,2.0000,1
687,3779,2,0,2,Q1,1997,0.9700,0.3492,1.0000,1
1143,3779,2,0,2,Q1,1997,3.5200,1.1616,2.0000,1
920,3779,2,0,2,Q1,1997,1.4600,0.4818,2.0000,1
444,3779,2,0,2,Q1,1997,5.1800,1.6576,2.0000,1
1459,3779,2,0,2,Q1,1997,1.4300,0.6578,1.0000,1
1529,3779,2,0,2,Q1,1997,3.2700,1.5696,1.0000,1
587,3779,2,0,2,Q1,1997,6.5400,2.4198,2.0000,1
1203,7008,2,0,2,Q1,1997,1.4600,0.5986,1.0000,1
381,7008,2,0,2,Q1,1997,2.3300,0.7223,1.0000,1
144,7008,2,0,2,Q1,1997,1.0200,0.4182,2.0000,1
1236,3883,2,0,2,Q1,1997,3.3200,1.1620,1.0000,1
281,3883,2,0,2,Q1,1997,2.6300,0.8153,1.0000,1
843,10261,2,0,2,Q1,1997,2.9400,1.2642,1.0000,1
1047,10261,2,0,2,Q1,1997,6.4600,1.9380,2.0000,1
597,2126,2,0,2,Q1,1997,5.6000,1.6800,2.0000,1
1053,2126,2,0,2,Q1,1997,1.8500,0.8880,1.0000,1
830,2126,2,0,2,Q1,1997,4.9000,2.1070,2.0000,1
354,2126,2,0,2,Q1,1997,2.2500,0.9225,1.0000,1
1369,2126,2,0,2,Q1,1997,3.3800,1.0816,1.0000,1
1440,2126,2,0,2,Q1,1997,5.6200,2.1356,2.0000,1
1554,6319,2,0,2,Q1,1997,2.5400,0.8382,1.0000,1
545,6319,2,0,2,Q1,1997,1.4500,0.5510,1.0000,1
18,5873,2,0,3,Q1,1997,2.6700,0.8544,1.0000,1
74,5873,2,0,3,Q1,1997,3.1400,1.3502,2.0000,1
1049,5873,2,0,3,Q1,1997,7.8600,2.9868,2.0000,1
1239,5873,2,0,3,Q1,1997,4.5600,1.3680,2.0000,1
1276,5397,2,0,3,Q1,1997,2.8600,0.9438,2.0000,1
973,5397,2,0,3,Q1,1997,2.6800,1.0988,2.0000,1
1056,5397,2,0,3,Q1,1997,5.8600,2.4026,2.0000,1
806,5397,2,0,3,Q1,1997,2.6000,1.1440,1.0000,1
710,206,2,0,3,Q1,1997,1.1900,0.5831,1.0000,1
1526,206,2,0,3,Q1,1997,3.3000,0.9900,2.0000,1
321,206,2,0,3,Q1,1997,4.8200,2.0244,2.0000,1
697,206,2,0,3,Q1,1997,2.6600,0.9842,2.0000,1
547,1493,2,0,3,Q1,1997,4.6200,2.1714,2.0000,1
431,1493,2,0,3,Q1,1997,0.9600,0.3744,1.0000,1
194,7656,2,0,3,Q1,1997,6.7200,2.6880,2.0000,1
664,7656,2,0,3,Q1,1997,1.7400,0.5220,1.0000,1
82,7656,2,0,3,Q1,1997,2.7000,1.2420,1.0000,1
271,7656,2,0,3,Q1,1997,4.7400,1.8012,2.0000,1
980,7192,2,112,3,Q1,1997,1.7200,0.8084,1.0000,1
1063,7192,2,112,3,Q1,1997,9.5400,4.6746,3.0000,1
814,7192,2,112,3,Q1,1997,5.1900,2.4393,3.0000,1
5,7192,2,112,3,Q1,1997,4.3800,1.9272,2.0000,1
1119,3739,2,112,3,Q1,1997,6.3400,2.2824,2.0000,1
231,3739,2,112,3,Q1,1997,5.3000,2.0670,2.0000,1
1047,8572,2,112,3,Q1,1997,3.2300,1.1628,1.0000,1
864,8572,2,112,3,Q1,1997,1.6300,0.6520,1.0000,1
1413,8572,2,112,3,Q1,1997,3.3800,1.1830,1.0000,1
1323,8572,2,112,3,Q1,1997,5.8800,2.4108,2.0000,1
448,8572,2,112,3,Q1,1997,1.5400,0.7084,1.0000,1
684,5188,2,112,3,Q1,1997,1.3600,0.4352,2.0000,1
368,5188,2,112,3,Q1,1997,3.4200,1.5732,3.0000,1
1316,5188,2,112,3,Q1,1997,1.4200,0.6106,2.0000,1
29,5188,2,112,3,Q1,1997,5.3400,1.6554,3.0000,1
1050,6319,2,112,3,Q1,1997,2.5600,0.9216,2.0000,1
828,6319,2,112,3,Q1,1997,2.5800,0.8772,2.0000,1
351,6319,2,112,3,Q1,1997,5.5200,1.7664,2.0000,1
152,4563,2,112,3,Q1,1997,2.8900,1.3005,1.0000,1
821,4563,2,112,3,Q1,1997,3.8200,1.7954,2.0000,1
784,4563,2,112,3,Q1,1997,1.0400,0.3744,2.0000,1
68,4563,2,112,3,Q1,1997,7.1200,2.2784,2.0000,1
712,9618,2,0,3,Q1,1997,3.8700,1.6641,1.0000,1
1061,9618,2,0,3,Q1,1997,1.6600,0.6806,1.0000,1
13,9618,2,0,3,Q1,1997,2.6500,1.1130,1.0000,1
456,9618,2,0,3,Q1,1997,5.3400,2.3496,2.0000,1
732,7961,2,0,3,Q1,1997,0.9100,0.4277,1.0000,1
683,7961,2,0,3,Q1,1997,2.1600,0.8208,1.0000,1
832,7961,2,0,3,Q1,1997,6.4800,2.3976,2.0000,1
1527,7961,2,0,3,Q1,1997,3.4600,1.6954,1.0000,1
1426,6403,2,0,3,Q1,1997,3.7400,1.5334,1.0000,1
484,6403,2,0,3,Q1,1997,3.6400,1.2740,1.0000,1
1339,6403,2,0,3,Q1,1997,1.3100,0.4978,1.0000,1
1476,6403,2,0,3,Q1,1997,2.2600,1.0396,1.0000,1
334,6403,2,0,3,Q1,1997,1.5600,0.4836,2.0000,1
230,6403,2,0,3,Q1,1997,1.1900,0.5831,1.0000,1
447,1333,2,0,3,Q1,1997,5.7600,2.3616,2.0000,1
480,5649,2,0,3,Q1,1997,5.0700,2.3829,3.0000,1
524,5649,2,0,3,Q1,1997,3.4800,1.1136,2.0000,1
1166,6468,2,0,3,Q1,1997,2.2100,1.0387,1.0000,1
850,6468,2,0,3,Q1,1997,3.9900,1.5561,3.0000,1
241,6468,2,0,3,Q1,1997,8.7300,3.0555,3.0000,1
97,6468,2,0,3,Q1,1997,0.5900,0.2891,1.0000,1
114,6468,2,0,3,Q1,1997,2.7600,1.1316,3.0000,1
142,9278,2,0,3,Q1,1997,2.3200,0.9744,1.0000,1
757,9278,2,0,3,Q1,1997,1.4700,0.4410,1.0000,1
468,9278,2,0,3,Q1,1997,3.4800,1.5312,2.0000,1
1333,8177,2,0,3,Q1,1997,0.9300,0.3162,1.0000,1
711,8177,2,0,3,Q1,1997,2.8900,1.0982,1.0000,1
1433,8177,2,0,3,Q1,1997,5.2600,2.4196,2.0000,1
